Title,Star Rating,Main Content,Review Date
"Sell defective used cameras, not refunding taxes",Rated 2 out of 5 stars,"I've been buying from B&H for many years, and normally I buy new items and have had good experiences with them.  However, in the last few months, we bought two used Canon SLR bodies (7D Mk II). Both bodies had significant mechanism issues. (In both cases, there were problems with the dials to change settings & control the menu.) Both bodies were listed in good condition (nothing to indicate there's a mechanism issue). The first body was so bad we returned it immediately. The second body also has an issue, but unfortunately, the ones who were using it didn't report the issue immediately and now we're past 90 days. The main issue is that B&H did not test the used bodies before selling them (or if they did so, they did not do it adequately). The bodies should've been repaired before the sale, or at least the mechanism defects were clearly listed. The bodies were NOT in proper working condition. At this point, we will need to have the second defective body repaired, a major unexpected expense on top of the price of the body we paid for.Also, when we ordered from B&H, we pre-paid the customs taxes together with the order. When we returned the first defective camera, B&H refused to refund the taxes. B&H told us we had to claim it directly. We finally received a letter from the Canadian Border Services Agency and they told us B&H is responsible for refunding the taxes since it was paid to them. Called them again and they are looking into this, but we have been waiting for the taxes to be refunded since October and I've spent a lot of time trying to get the taxes refunded.Summary:- two defective bodies sold by B&H- refused to refund taxes they are responsible for refunding",2024-05-18T18:22:24.000Z
always have what I need,Rated 5 out of 5 stars,,2024-05-18T00:30:43.000Z
I have ordered from B&H before and…,Rated 5 out of 5 stars,"I have ordered from B&H before and always found it was easy to see reviews of a product that I was interested in.  This time was no different. Quick, easy and no frustrations.",2024-05-18T00:24:16.000Z
Swift and easy,Rated 5 out of 5 stars,Swift and easy! B&H is the go to place for filmmakers.,2024-05-17T23:48:09.000Z
Always there!,Rated 5 out of 5 stars,,2024-05-17T23:38:29.000Z
clear descriptions,Rated 5 out of 5 stars,,2024-05-17T23:15:31.000Z
Always great experience dealing with B&H,Rated 5 out of 5 stars,,2024-05-17T22:33:47.000Z
B&H makes it so easy...,Rated 5 out of 5 stars,B&H makes it so easy to grab what I need in the shortest amount of time possible. Thank you B&H!,2024-05-17T22:17:32.000Z
ITEMS ARE EASY TO FIND,Rated 5 out of 5 stars,,2024-05-17T22:10:47.000Z
easy to order and pay,Rated 5 out of 5 stars,"easy to order and pay, a wishlist makes reordering easier",2024-05-17T21:21:55.000Z
Easy to find what i need,Rated 5 out of 5 stars,Easy to find what i need and great prices.,2024-05-17T20:52:08.000Z
Easy Quick everything in stock,Rated 5 out of 5 stars,,2024-05-17T19:59:24.000Z
Chat was great,Rated 5 out of 5 stars,I had a question about whether the XLR adapter was the right one. Chat was quick and informative.,2024-05-17T19:24:06.000Z
Very easy and friendly,Rated 5 out of 5 stars,Very easy and friendly,2024-05-17T18:40:08.000Z
Ease of use seamless interface,Rated 5 out of 5 stars,,2024-05-17T17:49:27.000Z
Product always in stock and ships…,Rated 5 out of 5 stars,Product always in stock and ships immediately!  Have never had a bad experience.  Would highly recommend!,2024-05-17T17:14:05.000Z
BEST Photo supplies,Rated 5 out of 5 stars,There' nothing better for photo supplies & equipment!,2024-05-17T17:02:02.000Z
One of the best stores on web,Rated 5 out of 5 stars,One of the best stores on web. Easy to find and configure options of product with clear info on availability.,2024-05-17T17:01:06.000Z
The ease to order.,Rated 5 out of 5 stars,,2024-05-17T15:20:28.000Z
I hate being harassed by popups and…,Rated 1 out of 5 stars,I hate being harassed by popups and surveys like this.,2024-05-17T14:24:32.000Z
Very good service and fast response and…,Rated 5 out of 5 stars,Very good service and fast response and very good Price,2024-05-17T14:22:50.000Z
Great company to deal with.,Rated 5 out of 5 stars,Very easy & fast transaction with very reasonable shipping costs.,2024-05-17T14:16:45.000Z
It is always a joy to order from B&H,Rated 5 out of 5 stars,"It is always a joy to order from B&H.  Easy to search for items of interest, easy check out and fast shipping.",2024-05-17T13:33:47.000Z
One click shopping for everything…,Rated 5 out of 5 stars,One click shopping for everything photographic.,2024-05-17T13:22:16.000Z
fast shipping,Rated 5 out of 5 stars,Always easy and good prices.,2024-05-17T13:13:20.000Z
Very easy to make a purchase!,Rated 5 out of 5 stars,,2024-05-17T10:35:54.000Z
Overall Great experience,Rated 5 out of 5 stars,"Great selection, excellent web site, great people.",2024-05-17T06:32:17.000Z
Same great servic e as I always receive…,Rated 5 out of 5 stars,"Same great servic e as I always receive from B&H Photo.  Items in stock, competitively priced and prompt shipping.  It's always nice ot be able to ask someone for advice when there are so many choices.  Keep up the good work B&H.",2024-05-17T01:49:16.000Z
Easy to find product (Epson Ink),Rated 5 out of 5 stars,"Easy to find product (Epson Ink) that I needed, easy to order and pay for.  Free shipping.",2024-05-17T01:40:44.000Z
Found what I wanted when no place else…,Rated 5 out of 5 stars,Found what I wanted when no place else had it! Easy to navigate site and clear descriptions.,2024-05-17T00:35:30.000Z
ease to find the products,Rated 5 out of 5 stars,"ease to find the products, prices are reasonable and the past experience has always been good. so I keep coming back..",2024-05-17T00:30:36.000Z
Great selection and website and…,Rated 5 out of 5 stars,Great selection and website and shipping.,2024-05-17T00:25:52.000Z
I  had a Fantastic lady that helped…,Rated 5 out of 5 stars,I  had a Fantastic lady that helped me...Found exactly the Print File negatives sleeves I needed.,2024-05-17T00:04:30.000Z
Quick finding of my product,Rated 5 out of 5 stars,"Quick finding of my product, least expensive shipping, quick checkout.",2024-05-17T00:02:17.000Z
fast and easy--great!,Rated 5 out of 5 stars,,2024-05-16T23:41:48.000Z
Product Recommendations That You can Depend On,Rated 5 out of 5 stars,"Great recommendations on products and advice, in addition to competitive pricing.",2024-05-16T23:23:55.000Z
Good product,Rated 5 out of 5 stars,Good product. Free shipping. Fast delivery.,2024-05-16T22:29:10.000Z
Once again BH comes through with well…,Rated 5 out of 5 stars,Once again BH comes through with well thought out technical advice and product availability.,2024-05-16T20:53:56.000Z
Website easy to navigate,Rated 5 out of 5 stars,Website easy to navigate. Checkout easy and fast!,2024-05-16T20:51:59.000Z
"Great selection, great prices",Rated 5 out of 5 stars,"Easy to locate items, great selection, good prices and shipping charges.",2024-05-16T20:15:39.000Z
BH still the best!ease in ordering,Rated 5 out of 5 stars,ease in ordering,2024-05-16T19:55:45.000Z
Quick and easy,Rated 5 out of 5 stars,,2024-05-16T18:54:06.000Z
Very good,Rated 5 out of 5 stars,Very good. I got the memory card I want.,2024-05-16T18:41:19.000Z
Trust B&H,Rated 5 out of 5 stars,"As always, wide range of products. Extensive product information, customer reviews helpful. Free shipping on certain items (even when under the free shipping limit, still can't figure this out, but I appreciate it). Really the only photo site I use for purchases, even when I look at product-specific sites for product information, I still buy from B&H because of their customer service.",2024-05-16T17:55:37.000Z
Effective and Efficient.,Rated 5 out of 5 stars,The store had what I wanted. The website took me right to it. Payment was fast. The whole process was efficient.,2024-05-16T17:44:51.000Z
Always friendly,Rated 5 out of 5 stars,Always friendly. Knowledgeable,2024-05-16T17:29:24.000Z
All good except shipping cost,Rated 4 out of 5 stars,All good except shipping cost.  This has always been B&H's Achilles Heel with competitors.,2024-05-16T16:40:50.000Z
Simple to search and order.,Rated 5 out of 5 stars,,2024-05-16T16:24:59.000Z
Terrible customer service,Rated 1 out of 5 stars,"Ordered 98"" TV in January. 1st shipment was damaged, so I returned it. 2nd shipment was also damaged, so I refused delivery. Still haven't gotten refund. $9K+ charge has been sitting on my credit card for months now. I've called multiple times and they always say, it will be refunded in a couple of days. Never happens. Very unprofessional operation. UPDATE: 3 days after submitting this review, they did refund me $474.99 after charging me $9,393.96 back in January. I would not order from them unless you are willing to go through multiple calls over months and still not get money back. I've spent close to 10 hours of my time on this now, with all the paperwork required to refuse and return the damaged equipment and waiting on hold, etc. UPDATE #2. I finally got in touch with a supervisor and they say they found the TV and will refund my money today. If I get the money back, I will remove the review.",2024-05-16T15:52:00.000Z
Easy Checkout,Rated 5 out of 5 stars,easy checkout and auto coupon apply,2024-05-16T15:51:01.000Z
BH Photo has one of the best websites…,Rated 5 out of 5 stars,BH Photo has one of the best websites for products that I routinely purchase!  Clean and easy to read with pertinent information. Great Prices and customer service!,2024-05-16T15:38:02.000Z
great place,Rated 4 out of 5 stars,,2024-05-16T15:37:17.000Z
fast processing,Rated 5 out of 5 stars,"fast processing, delivery",2024-05-16T14:31:24.000Z
good good,Rated 5 out of 5 stars,good! very good,2024-05-16T13:44:05.000Z
smooth shopping experience.,Rated 5 out of 5 stars,,2024-05-16T08:16:06.000Z
The experience was very bad,Rated 1 out of 5 stars,"The experience was very bad. I am not a business operator. I only bought one camera, but you repeatedly canceled my order! I am very angry! The verification department is unfair! Someone bought more than one set and sent it out! I bought a camera for my own use and you kept canceling my order! So angry! Very disappointed in you!",2024-05-16T05:54:01.000Z
Great selection of camera accessories..,Rated 5 out of 5 stars,,2024-05-16T04:34:41.000Z
B&H is always the best,Rated 5 out of 5 stars,"B&H is always the best!  Great selection, fast shipping!",2024-05-16T03:18:41.000Z
Like all the info and price.,Rated 5 out of 5 stars,,2024-05-16T03:02:58.000Z
Easy to understand.,Rated 5 out of 5 stars,,2024-05-16T02:22:17.000Z
B&H Always,Rated 5 out of 5 stars,you have good quality products at a very good price and are hard to find elsewhere,2024-05-16T00:41:41.000Z
I appreciate all that is available,Rated 5 out of 5 stars,"I appreciate all that is available, the fast service and the free shipping. Thanks.",2024-05-15T23:49:57.000Z
The #1083 8x9 panorama cards are still…,Rated 5 out of 5 stars,The #1083 8x9 panorama cards are still not available. Hope you get them soon.,2024-05-15T23:18:53.000Z
easy to shop and find products,Rated 5 out of 5 stars,,2024-05-15T23:03:07.000Z
Ken K helped me return the incorrect…,Rated 5 out of 5 stars,Ken K helped me return the incorrect protection plan I purchased and gave me the link to the correct protection plan which I just purchased.  I can't thank Ken enough!  So easy!,2024-05-15T22:43:03.000Z
Easy to shop & find good products at…,Rated 5 out of 5 stars,Easy to shop & find good products at the best price!,2024-05-15T22:42:09.000Z
Found what I needed quickly,Rated 5 out of 5 stars,Found what I needed with no hassles and in-stock.,2024-05-15T22:38:22.000Z
Easy to navigate,Rated 5 out of 5 stars,,2024-05-15T22:32:50.000Z
EASY TO ORDER,Rated 5 out of 5 stars,EASY TO ORDER. FREE SHIPPING. QUALITY PRODUCTS.,2024-05-15T22:31:05.000Z
Shipping to Canada free over $99,Rated 5 out of 5 stars,Shipping to Canada free over $99. Paypal Payment accepted. Very easy to order from Canada.,2024-05-15T22:27:13.000Z
I went round and round trying to get it…,Rated 4 out of 5 stars,"I went round and round trying to get it to accept ""Place Order"".  The address was weird.. I had to reenter the payment...took way too long.  However, B&H is great.  It's probably an address issue or a Google issue.  They control everything!... reminds me of my first wife.",2024-05-15T22:25:33.000Z
the ordering process was clear and simple,Rated 5 out of 5 stars,Easy to order.,2024-05-15T22:23:30.000Z
Ordering is a Breeze,Rated 5 out of 5 stars,Ease of shopping via website!,2024-05-15T22:06:16.000Z
First time try always works for me,Rated 5 out of 5 stars,,2024-05-15T21:39:24.000Z
"It was hard to find ""View My Cart""…",Rated 3 out of 5 stars,"It was hard to find ""View My Cart"" after I chose what to order. Too many confusing things going on. Otherwise it was fine.",2024-05-15T21:08:02.000Z
